time,open,high,low,close,volume,volCcy
2022-07-04 11:36:00,19101.5,19117.2,19101.5,19115,9813,98.13
2022-07-04 11:39:00,19114.5,19128.7,19114.5,19124.7,12891,128.91
2022-07-04 11:42:00,19124.7,19128.7,19112.2,19121.1,7228,72.28
2022-07-04 11:45:00,19121.2,19132.9,19121.1,19129.5,10405,104.05
2022-07-04 11:48:00,19129.5,19130,19117.5,19125.7,9350,93.5
2022-07-04 11:51:00,19125.7,19130.4,19125.4,19126.5,4432,44.32
2022-07-04 11:54:00,19126.5,19132.9,19122.8,19127.3,5097,50.97
2022-07-04 11:57:00,19127.2,19127.2,19103,19106,11129,111.29
2022-07-04 12:00:00,19106.1,19124.1,19100.4,19119.4,16115,161.15
2022-07-04 12:03:00,19119.3,19119.3,19092.3,19110,7451,74.51
2022-07-04 12:06:00,19109.9,19118,19092.5,19095.6,7940,79.4
2022-07-04 12:09:00,19095.7,19099,19083.1,19086.4,14957,149.57
2022-07-04 12:12:00,19086.3,19096.7,19086.2,19091.2,8269,82.69
2022-07-04 12:15:00,19091.2,19111.7,19083.1,19107.9,11454,114.54
2022-07-04 12:18:00,19106.8,19147,19105.5,19141.2,21889,218.89
2022-07-04 12:21:00,19139.4,19144.9,19124.6,19128,10410,104.1
2022-07-04 12:24:00,19128,19129,19108.3,19122.2,5592,55.92
2022-07-04 12:27:00,19122.2,19124.1,19105,19105.6,4321,43.21
2022-07-04 12:30:00,19105.5,19125,19102.1,19122.2,5307,53.07
2022-07-04 12:33:00,19124.8,19126,19112.4,19121.7,5534,55.34
2022-07-04 12:36:00,19121.8,19131.3,19106.3,19131.3,7971,79.71
2022-07-04 12:39:00,19129.2,19135.7,19121.4,19123,6760,67.6
2022-07-04 12:42:00,19123,19135.5,19122.9,19127.9,5293,52.93
2022-07-04 12:45:00,19127.9,19132.4,19122.9,19125.9,4730,47.3
2022-07-04 12:48:00,19126.4,19132.2,19124,19131,3635,36.35
2022-07-04 12:51:00,19131.1,19132.1,19122,19124.6,3611,36.11
2022-07-04 12:54:00,19124.5,19132.6,19120,19127.4,4057,40.57
2022-07-04 12:57:00,19127.4,19137.8,19125.1,19126.2,5772,57.72
2022-07-04 13:00:00,19127,19143,19114,19134.1,11887,118.87
2022-07-04 13:03:00,19134.1,19139.5,19122.1,19138.5,8196,81.96
2022-07-04 13:06:00,19140.1,19144.5,19132.9,19137.2,5692,56.92
2022-07-04 13:09:00,19137.2,19141.4,19127,19131.9,4377,43.77
2022-07-04 13:12:00,19131.8,19137.7,19128.9,19135.9,3980,39.8
2022-07-04 13:15:00,19134.9,19135.4,19122.8,19124.4,3369,33.69
2022-07-04 13:18:00,19126,19137.1,19123.1,19135.4,2494,24.94
2022-07-04 13:21:00,19135.5,19151.8,19130,19130,6275,62.75
2022-07-04 13:24:00,19131.3,19133.1,19123.2,19129.2,5645,56.45
2022-07-04 13:27:00,19129.2,19133.8,19119.4,19121.5,4257,42.57
2022-07-04 13:30:00,19121.4,19130,19120.9,19127.8,4447,44.47
2022-07-04 13:33:00,19127.5,19134.3,19122.4,19127.2,3734,37.34
2022-07-04 13:36:00,19128,19137.8,19126.9,19129.1,6713,67.13
2022-07-04 13:39:00,19129,19138.1,19128.3,19136.3,2310,23.1
2022-07-04 13:42:00,19135.1,19140,19128,19129.5,3589,35.89
2022-07-04 13:45:00,19128.1,19147.5,19127.7,19134.4,16073,160.73
2022-07-04 13:48:00,19134.4,19136,19124,19134.4,3943,39.43
2022-07-04 13:51:00,19134.4,19147.2,19134.4,19142.3,8505,85.05
2022-07-04 13:54:00,19144.5,19146.6,19137.3,19142.6,4782,47.82
2022-07-04 13:57:00,19142.6,19142.6,19135.4,19137.4,1623,16.23
2022-07-04 14:00:00,19137.4,19142.1,19127.4,19129,5502,55.02
2022-07-04 14:03:00,19129,19149.1,19129,19137.3,6350,63.5
2022-07-04 14:06:00,19137.5,19144,19137.5,19141.1,10101,101.01
2022-07-04 14:09:00,19140.3,19151.8,19134.8,19151.3,6738,67.38
2022-07-04 14:12:00,19151.3,19180.4,19147.9,19160.9,28121,281.21
2022-07-04 14:15:00,19160.9,19181.1,19157.9,19168,18983,189.83
2022-07-04 14:18:00,19167.8,19170,19155.1,19164,16568,165.68
2022-07-04 14:21:00,19164.1,19168.3,19159.3,19164,7273,72.73
2022-07-04 14:24:00,19163.1,19164.5,19151.5,19163.4,11363,113.63
2022-07-04 14:27:00,19163.5,19170.2,19156.3,19166.6,6781,67.81
2022-07-04 14:30:00,19166.6,19185.8,19165,19179.1,9863,98.63
2022-07-04 14:33:00,19179,19182.3,19168,19177.6,10354,103.54
2022-07-04 14:36:00,19177.3,19192.2,19175.2,19180.4,14037,140.37
2022-07-04 14:39:00,19180.4,19180.4,19162,19170.6,7629,76.29
2022-07-04 14:42:00,19170.5,19173.7,19166,19171.2,6317,63.17
2022-07-04 14:45:00,19172.2,19174.5,19155,19155.4,9023,90.23
2022-07-04 14:48:00,19155.5,19167.8,19153.8,19165.4,8199,81.99
2022-07-04 14:51:00,19165.3,19171.5,19160,19166.5,11717,117.17
2022-07-04 14:54:00,19166.6,19166.6,19080.8,19096.9,56777,567.77
2022-07-04 14:57:00,19097,19110.3,19088.9,19103.1,25711,257.11
2022-07-04 15:00:00,19101.9,19120.1,19092.9,19108.4,22642,226.42
2022-07-04 15:03:00,19108.5,19108.8,19086.7,19086.7,20377,203.77
2022-07-04 15:06:00,19086.7,19099.6,19085,19096.4,17014,170.14
2022-07-04 15:09:00,19096.9,19140,19096.9,19111.4,32804,328.04
2022-07-04 15:12:00,19111.5,19120.4,19104,19104.1,9830,98.3
2022-07-04 15:15:00,19104,19126.4,19104,19111.4,11511,115.11
2022-07-04 15:18:00,19111,19117.8,19107.7,19113.5,6925,69.25
2022-07-04 15:21:00,19113.5,19117.6,19085.1,19109.6,14206,142.06
2022-07-04 15:24:00,19109.6,19123.2,19109.6,19123.2,6941,69.41
2022-07-04 15:27:00,19123.1,19123.5,19109.1,19115,11357,113.57
2022-07-04 15:30:00,19117.5,19117.5,19104.6,19113.5,7276,72.76
2022-07-04 15:33:00,19113.4,19120.7,19109,19116.5,3737,37.37
2022-07-04 15:36:00,19116.6,19124.9,19106.2,19108,6940,69.4
2022-07-04 15:39:00,19107.9,19121,19102.3,19118.1,6778,67.78
2022-07-04 15:42:00,19118.1,19131.8,19109.5,19131.8,14482,144.82
2022-07-04 15:45:00,19131.9,19147.4,19124.8,19130.2,23102,231.02
2022-07-04 15:48:00,19131.5,19131.5,19122.5,19122.5,2994,29.94
2022-07-04 15:51:00,19124.3,19132.4,19119,19123.5,2571,25.71
2022-07-04 15:54:00,19123.6,19133.1,19103.6,19118.2,5161,51.61
2022-07-04 15:57:00,19118.1,19126.8,19118.1,19123.1,3370,33.7
2022-07-04 16:00:00,19122.8,19130,19116.5,19123.9,4237,42.37
2022-07-04 16:03:00,19123.9,19124.2,19109.7,19113.9,4157,41.57
2022-07-04 16:06:00,19112.8,19129.8,19109.6,19125.4,10400,104
2022-07-04 16:09:00,19127.5,19136.5,19126.5,19134.9,15895,158.95
2022-07-04 16:12:00,19135,19152,19132,19132.5,14842,148.42
2022-07-04 16:15:00,19135.1,19141.9,19132.4,19136,3013,30.13
2022-07-04 16:18:00,19135.9,19138.9,19134,19135.3,2961,29.61
2022-07-04 16:21:00,19134.2,19147.6,19128.4,19144.9,7020,70.2
2022-07-04 16:24:00,19144.9,19155.2,19141.9,19155.2,9885,98.85
2022-07-04 16:27:00,19155.3,19170.9,19147,19151.7,17090,170.9
2022-07-04 16:30:00,19151.7,19165.5,19143.5,19149,12468,124.68
2022-07-04 16:33:00,19149.1,19152,19143.5,19152,7815,78.15
